term_str,PC0,PC1,PC2,PC3,PC4
pounding,0.0633454197214297,-0.017417500705218844,-0.021596902352649126,-0.026469584841958747,0.14768654350500024
response,0.02699430630149139,-0.0356122607960743,0.012767933127618064,-0.015020074644557603,-0.019243672599778276
take,-0.005461765768372363,-0.015121160100273192,0.003307854303483558,-0.01026082473798666,-0.0006372124342751884
noticed,-0.002993705212490337,-0.02267778304356051,0.019469333678329467,-0.003840006813896889,-0.018759983898791643
attention,-0.02987497854153072,-0.010556751315995894,0.010166776994085584,0.007358058598249381,0.005120147320474583
ready,-0.012106466814164224,0.04229531573492741,-0.05764043971492415,-0.07400515603533771,-0.04557253018684633
hear,-0.013715688559321915,0.004225952877720667,0.0038757555030873407,-0.006963782021412434,0.017376359238069756
opportunity,0.00895733481092703,-0.025504793080833418,0.003389066948297173,-0.014565025156767773,-0.01669755230513799
wanted,-0.0017311388235646463,-0.012543897479677537,0.01535781595917755,-0.005549322420016253,-0.01448262227989667
respond,0.017156458433941393,-0.027480183304509898,0.011308629407781944,0.003356313327255497,-0.018374171739945197
told,-0.009501168425841812,-0.023765315562147272,0.01173271781383504,0.0054466057555441,-0.009645512350620685
ava,0.012817406670122251,-0.036178373494166846,0.015153761904341867,-0.0075255630011998465,0.016525113061502703
book,-0.0506199244530178,-0.018315658549893834,0.001857949741936324,0.012156737474553075,0.014879475195913172
understand,0.0006352395754670023,-0.019321057540923114,0.013273134681132783,-0.0047393840542539825,-0.00861258454423231
correct,0.016342031585706282,-0.030712702995504874,0.01524412050702366,-0.022927648466433997,-0.021927086601596743
dev,-0.04519552260958606,-0.010291258397967447,0.005585511626290396,0.030447541610754678,0.008410728368395409
hard,-0.012961957029068003,0.01152529642215494,0.010436236382890637,-0.011152341087686648,-0.004261231275210321
anything,0.006007439919194083,-0.009017787192632302,0.011763939101565537,-0.003319654139337362,-0.0032405616160807726
continue,-0.004411770413487535,-0.02458628951398719,0.012126885051705756,-0.0047651870368055444,-0.014141451155360649
possible,-0.02477728743900323,-0.018536165943426632,0.00669421458539129,0.015812664345528964,-0.012278272492145186
felt,0.003383577800422775,0.03169195767951998,0.009923996207582546,-0.01406008634542721,0.0012304621655081743
likely,0.0889719439383576,-0.017887082019367565,-0.22621832652948384,0.1495874006906181,-0.10178472388318725
telling,-0.0010770385427042678,-0.019541191568828244,0.010252722492783677,-0.00657332337824618,-0.006821543969491966
gave,0.007326534825590269,-0.015642833041350706,0.01238826195710624,-0.009756092163375708,-0.01411808630390222
remember,-0.004478152759857876,-0.014963369888680834,0.007011247234960153,-0.0088344280245861,-0.0028258805889312547
noises,-0.04470898878226676,-0.016304728673488724,0.009093549469731661,0.036212622026729195,0.010907069323257615
end,-0.0012464449914066878,0.005336432269391232,-0.0035909350424059455,-0.00934798100741328,-0.017512811034115967
cannot,-0.011294916274629335,-0.007995525045456371,0.00616825884005173,0.004648713033161482,-0.0041061097078415616
come,-0.003409811928542896,-0.010545430027858002,0.010144980079484984,-0.002876068739631744,-0.0019049740521233168
super,-0.010420725032096425,-0.013675231047588153,0.009229658513606265,0.0030043159635921553,-0.009706088869090426
address,-0.015411971390940853,-0.01758452907127603,0.013627656504243791,0.007442790170965765,-0.009827970520640918
provide,0.009431260300361653,-0.024041244787851492,0.02051208382831121,-0.007404475125456595,-0.017770922902373674
minutes,-0.004964148817899146,0.00011386310104092232,0.006290594460635061,-0.008490671848103967,-0.022962737589821283
pismo,0.07140720665903082,-0.01939052507465259,-0.15875082227258488,0.10331206696703268,-0.06221740547105246
relaxed,0.07303637635411725,-0.012078909285705246,-0.03942164014013863,-0.0075987417479047165,0.19004905134210864
jasmine,0.021647177697111615,-0.03173922599702588,0.010843585319719075,-0.00905945817558721,-0.006812466590580408
appropriate,7.525538335404722e-05,-0.017931806186781807,0.01160577388389499,0.005986223748147575,-0.0014217503851110885
quick,-0.018390378861121527,-0.013310775097776983,0.0034956434090411383,0.01277304923874466,-0.006042393249635668
made,0.026525126324798746,-0.001468625969062697,0.027537025285531144,0.0065102408372320845,0.003568179626121056
answers,0.01377045171346917,-0.021092354059291277,0.016007387117525574,-0.019910467185315816,-0.020267922588333667
feedback,0.009603050111093865,-0.007569253974811571,0.012861561381562314,-0.0147519430277311,-0.02281825671855845
redirections,-0.018816977220661033,-0.013713606995881013,0.009337223940756652,0.0057162946314509985,-0.013562209879036932
follow,0.010780421414439098,-0.026381892624351477,0.011774212249517007,-0.008619453488855573,-0.016497177682213225
perfect,-0.0087654256162183,0.015521249885059868,-0.004968245099540409,-0.03626819127137038,-0.005784778690743281
model,-0.002218437774842621,-0.0332064071653551,0.004948890182240666,-0.00026485757122288005,-0.02198469071155013
task,-0.022559505279730798,-0.014297180685030431,0.007395662524625273,0.00997453507482897,-0.015000695735587995
times,-0.007117321098972608,-0.010455921758788782,0.009856305212632277,-0.00042023912629324516,-0.008351115103701897
share,-0.027260716501785603,-0.0037794963705440206,0.005056336091236368,0.01775745706431932,0.0015043940083140554
quiet,-0.03555609120254507,-0.017675472281679153,0.011857306405070815,0.02749322664487287,0.003310141927486394
moment,-0.007869371056030446,-0.007487877394209196,0.004136728312685514,0.001912816771347637,-0.0013578137438150482
drumming,-0.04322069693843643,-0.02496931676863682,0.010802751755746909,0.042275859422119456,0.003259767947917474
saw,0.0003642433781404288,-0.010623135125673686,0.014822898881349281,-0.0009125019671279023,-0.009431064922358076
kids,-0.004273925737542985,0.0015465859245842053,0.008479358677600975,-0.004871420615384555,-0.008647249189367621
begin,-0.01726267911164419,0.03589208670824663,-0.03170811820461917,-0.06896474540056323,-0.05935485576687565
misunderstanding,0.020849810182213314,-0.0313324326466922,0.010327778754924818,-0.012304176868618951,-0.008614560250529828
bring,-0.005293564855798545,-0.011102193437190322,0.0017178713482745313,0.009043422563438756,-0.0009218266272981019
story,0.021752859347944582,-0.021027685016307845,0.004667111784805843,-0.007683874662442388,-0.0006815152144353875
move,-0.012368574549519252,-0.013375695048381557,0.008280689351342968,0.0015737395019160359,-0.012861213209822845
real,-0.0052089708555140566,-0.0017452436150252558,0.0032262768366114435,-0.004343253675289236,-0.003248603763208973
hands,-0.0035024710847089647,-0.014140550827404905,0.0026298076894796223,0.007077082595670667,0.013291601137230014
vader,-0.026404134259131212,-0.01507683689779525,0.009006187523287844,0.02238948782598833,0.000449590351276741
support,0.017484991648021576,-0.027754382539834633,0.01576396029953839,-0.01802991798830225,-0.012277255819526036
scenario,-0.009986118770363999,-0.008715501378308704,0.0006355331613566029,-0.004970989458047468,-0.01498099865726769
lisa's,0.03307014703967355,-0.025899636319953852,0.0054832409833075165,0.007108562920054172,0.006865346099228876
idea,0.006121647151111469,-0.010347913151308796,0.008667083406215895,-0.012074586047540636,-0.00010172693203194366
show,0.007682765483192199,-0.01838647703744021,0.005971493018758324,0.0013572399166944355,0.009267715342928761
darth,-0.026845992035977945,-0.01581156681853631,0.009266676203719681,0.022543577697822774,0.00039296276376859666
working,-0.006334589580558879,-0.009886895223475323,0.005329217613152673,-0.0005926544946692276,-0.008618865058413205
incorrect,0.01758715576739773,-0.02678721846909168,0.005798120711367261,-0.01652642337500653,-0.026567840969495986
learning,-0.016018233374986857,-0.009500479145271055,0.005833728359371323,0.010980238277087585,-0.005570794854229058
turn,-0.0037619344913990414,-0.004599844288896027,0.0003428644741711171,-0.006429970024655801,-0.010443074164755307
last,-0.0057293398326431185,0.0045202803837398825,0.004919325090261566,-0.009643434835769564,-0.007465827648978809
cool,0.004288936923864987,-0.0012864572589097367,-0.0020199920484380595,-0.007572289296920878,0.002458879698482126
fine,-0.0031033943344037133,0.009774841490726473,3.4971862166051084e-05,-0.009857910157997526,0.009430909264193389
direct,-0.005644368854174681,-0.012119635970763038,0.006456481108519571,0.005460459709952928,-0.004440682706664105
respectful,-0.020856988571580894,-0.006463540794214979,0.008569461509458752,0.012647036126566797,0.002882809866312878
sharing,0.025401820746039836,-0.015677061638527875,0.02131218825280292,-0.005940017721982629,-0.008052963847891725
scaffold,0.013687009549643888,-0.022239653947710075,0.009087199263855062,-0.011558919570930162,-0.01829440096550757
tells,0.017417137484290406,-0.028005494125377322,0.00613956659001729,-0.006927413365492389,-0.0009077850578313654
noise,-0.02795070176387051,-0.011909674665798274,0.007476918911684602,0.020504054960646084,0.003255084372420569
people,-0.005328429299524239,-0.0029635645103761087,0.009874873563306437,0.003265434906329048,-0.001130979440003575
claim,0.023794591588579404,-0.029398636259099026,0.01904354707916356,-0.01846677127926939,-0.016817780288115796
brought,0.015903521838195385,-0.016419878986202365,-0.01542892723442844,0.004252480998370262,-0.001671306832540903
couple,-0.00534052222183341,-0.01076896881560341,0.0075201419234815665,-0.001040367779493141,-0.009245362818390578
language,-0.005551855381642096,-0.005611058916949826,0.0074311129689891816,0.0014631568179791466,-0.007488717332731119
smiled,0.0490350712963066,-0.0030854912762353854,-0.030513229131635018,-0.02020167364819901,0.16316014931572728
voice,-0.013981941483929249,-0.006729726809832638,0.004297622623834673,0.009847268174190254,-0.0018769054998550375
line,0.015594728084726688,-0.019586818262533386,0.00907816221505708,-0.009361356580103812,0.0013062231377229398
love,-0.0008463950428162329,-0.0030877968592316475,0.00836582392631196,-0.0021302136960464277,-0.0020506038959911387
nice,-0.007938601451257831,-0.0013302910339151256,0.007738837249935731,0.0009167737955665287,-0.004313953891113636
sounds,-0.02457837852310937,0.016874329163113187,0.010110195043684243,-0.0026320716006829567,0.016906297744616734
starts,-0.01404762620676877,-0.004490201233469486,0.002379974384202205,0.010722364812194404,0.00687933782581043
pull,-0.005355326805647576,-0.01274452588807804,0.007326567714952862,-0.0007524439342583999,-0.005993701408296175
short,-0.017548014007461057,-0.010341985454221827,0.004453292325497116,0.009083659242954125,-0.0048933319072166
coaching,7.168999756981356e-05,0.003975810408722778,0.006237133030867415,-0.010981165886815157,-0.0173628205933035
understanding,0.008251912917128483,-0.013672968432699805,0.0067207749768685545,-0.007202627647736181,-0.012898878222045274
chance,-0.002597520612105869,-0.012909939555917172,-0.0033311288854085356,-0.019218830300791044,-0.028948643022731126
change,-0.00512998177161326,-0.009628533361612393,0.003092109275102589,-0.001010445361298902,-0.005836811955737521
call,-0.009513561480991624,-0.003866489252591851,0.003442051470764783,-0.00012269843153709967,0.001662664226408306
learn,0.013752699669962828,-0.01706363229639458,0.0038208836990857673,-0.00791957505620637,-0.005316771920948598
listening,-0.015471506221218347,-0.004868871421111684,0.004377647312355158,0.007510520474882637,0.000690212693928843
someone,-0.0025127762260469,-0.006164140218278082,0.0008936928287013327,0.001603725288844839,0.002590928880536385
responded,0.005939348857538056,-0.01352327745020732,0.009467262506181157,-0.0026772735920804333,-0.0045743153657519355
figure,0.0028815568474133686,-0.012866709519491681,0.009839270268733049,-0.003970867040681975,-0.006794018565195485
chest,0.05029383766947294,-0.0028800983498771526,-0.024616858746715133,-0.021048126651541977,0.15071940238314208
succinct,-0.020859459810323024,-0.010522031934693721,0.008090713966145524,0.01141555228301664,-0.008434073854758034
listen,-0.017302846059507344,-0.005006620157322829,0.003572578770378659,0.010315518815037027,0.0007644094538354968
done,-0.003999612046946946,0.009996906103899033,0.001074520467477466,-0.007625406283281171,-0.007712230405703344
hand,-0.005424985935043908,-0.010870086331445157,0.00592902021994349,0.013666375366887716,0.003636387342876786
coach,-0.03120158592947963,0.006738731669369499,-0.008443740050089932,0.006736824922084264,0.015040299730035435
long,-0.003423782404522731,-0.007815462889312449,0.005792692638923638,-0.002977688006943224,-0.005879494851155429
video,-0.025723346910280245,-0.01346537424321128,0.004965107303254225,0.02218514784181817,0.0013087327813629324
jamie,-0.026900298579518287,-0.004798384207512263,-0.000594493058619248,0.004547414660391219,0.008486614802445832
needs,-0.01011448169625106,-0.013633183654117104,0.0024809261972914796,0.005829549791156594,-0.007794412109584129
number,0.012833974885164018,-0.007552484584493925,-0.003530114385321785,0.00014945585739831248,0.005516611643771639
whole,-0.005797521249594178,-0.008352383197841281,0.0015653175919855293,0.003019581563661115,0.0018376178738225598
helpful,-0.0027473622844912146,-0.0019187449032342365,0.004215978024749158,-0.006520098901272154,-0.004049711259915349
best,0.0005480210906596872,-0.0053461969401222215,0.005423892079549679,0.0005833820661849958,-0.007937639296537366
recognize,-0.00045249836832556006,-0.013273904577423369,0.012121295824046873,0.0004937948467669387,-0.006401292549005557
based,0.00829591376175288,-0.007866935640169808,0.00789840131306708,-0.0062277167089044485,-0.009175918924081022
superheroes,-0.023300794860090387,-0.009909760182246933,0.006490446367898866,0.016943147877339276,0.0015500775801424993
words,-0.009387131065128246,-0.007283562757973135,0.009181916416566096,0.007605244079542841,-0.002932874737770472
push,0.006875147934745841,-0.018094447511506958,0.006761993038319116,-0.009264993241279993,-0.012426894325379695
recess,-0.01730876750475412,-0.003491354642017656,0.0024846584899380123,0.0056500212844498,0.002953390451780161
gives,0.00901568617011258,-0.015543122493060075,0.003978486612733239,-0.006927074469150055,-0.01087069388384764
everyone,-0.012392883220504343,-0.004937182825690167,0.004843456161907143,0.0073401262742389005,-0.0033381275526416696
spy,0.01251371163295007,-0.007103227122936743,0.013583528878407608,-0.003818085198092267,-0.0015768260086233058
redirecting,-0.010853091790552976,-0.008354625026532374,0.0018955486289354898,0.0013977532450281693,-0.010683408228822449
experience,-0.0018865023587616204,0.007084467942099303,-0.00046510143135820414,-0.00633050441275847,-0.005268650243601608
scared,0.041862706395934125,-0.0007861690817028923,-0.016963958808668442,-0.01440988173288024,0.10895515973795918
phone,-0.039203791131014805,-0.0025131976351515394,-0.008618532083181422,0.02039314084913059,0.02438276622984296
pointing,0.013893952124705717,-0.017826905080199188,0.00533418517119757,-0.006852481371188974,-0.0016782968862344052
timer,-0.0007260954485729938,0.00777200432633842,0.005429391823264773,-0.004792589981652699,-0.011665801173564265
place,0.005749515038900206,-0.01110236631855331,0.001760200662246944,-0.0036619199832116584,-0.004224535208293522
notice,-0.004266965972300871,-0.003573451757575422,0.00038720630270789956,-0.0015647506209070094,-0.004466943528875946
feels,0.014861386297280385,-0.007103674765446538,-0.007266119117054342,0.016449162359175266,-0.006937328060397928
focusing,-0.005402720599484499,-0.008812547888984208,0.002937699640437327,0.0008627470869448506,-0.006298961172575584
room,-0.011164606765097996,-0.007212305874055453,0.005617371884585882,0.007395923527513125,-0.0015649393299679893
positive,-0.0031649415637853996,-0.007945218543333712,0.010127640581628567,-0.0018365210747333144,-0.009442827115286484
teaching,-0.006569176996835888,-0.0040102763834121225,0.0038113047887091403,0.0007162581914746284,-0.006470008625999976
misunderstandings,0.009172982263669305,-0.016204026639636736,0.0126766985454725,-0.010947900088233124,-0.014936877204656413
tone,-0.005354007359322968,-0.008859769706720208,0.004948536585149918,0.0001806450372393095,-0.009135028174993133
wait,3.805899086187863e-05,0.003912056556785088,-0.004215620718018134,-0.0018438456352455627,0.011147196319485901
rules,-0.022412309559158565,-0.00029726092360970275,-0.00015343351806767567,0.0038956060764845156,-0.0002035860072657727
coming,-0.001697339896214519,-0.007196501932197859,0.004821850459812466,-0.0010974407545191625,-0.0002738903697046607
