term_str,PC0,PC1,PC2,PC3,PC4
pizmo,0.04172455618663357,-0.012932692248786801,-0.0916302606843664,0.061084104275219625,-0.03998588613553211
awesome,-0.007271438354224774,0.019083851145559834,-0.018181184958505285,-0.029921660210017645,0.01007665761641997
pay,-0.018639750250498494,-0.0061280561788297685,0.001968142605081726,0.008300842394893135,0.00565357759679598
set,-0.0017213708544368753,0.005447254543599125,0.008227063854660753,0.002963536012466567,-0.006183933443729743
misbehavior,-0.007702897582393551,-0.0036622649844519446,0.006003166311913694,0.0017482763740967622,-0.008166321893099649
probing,0.014157668276302545,-0.019559290667946597,0.01209389397323135,-0.01058003237343384,-0.017669352407778532
happening,-0.004122390171469923,-0.00425118455137415,0.001265815192230932,0.004840598318935967,-0.001024615093392595
clarify,0.012484521150118654,-0.019083029625260543,0.006965147155407596,-0.008332686061262374,-0.008014383385892698
yep,-0.005635958456324898,-0.0039542796271297325,-0.0017387266209301895,-0.006253297136869347,0.002748264404552741
teachers,-0.0016809493104609416,-0.010342787885003472,0.0063927003673764455,-0.0014625953252864598,-0.0064694537328601935
chat,0.008392338673835367,-0.015943402412226765,-0.0019214175375205206,-0.0017080336494533928,-0.014796612384608188
repeat,-0.011122562787268477,-0.0010390436567806896,-0.002343548824189623,-0.004074381272699366,0.004360762829740178
tried,-0.005321089991214918,-0.0023694590126656615,0.0066628734653688335,-0.00067960034663245,-0.0027982733321503853
ethan's,0.0007609467929339856,-0.012454081109170954,0.007131160162807514,0.003615408764176738,-0.0036581020457187034
add,-0.00546767040054382,-0.0068464355796575335,0.0060010264412628965,0.0035390846502080047,-0.005077085396300577
engage,-0.004216102530225834,-0.004720084281265767,0.0070920919822303405,0.0003467848912891325,-0.0068019935936966865
precise,-0.006003578393156064,-0.005941971810449317,0.007004006127851767,0.0035060997085348245,-0.007962428840914436
build,0.0017609958569971215,-0.008044515851780846,0.0069240113285736985,-0.005882786141506089,-0.010216895574203931
skill,0.0040198147379095234,-0.011957182125808041,0.00332257514904791,-0.005095325024572862,-0.01285996943371445
revise,0.012142869493739657,-0.018167856621583756,0.009075761604969541,-0.007921169571991857,-0.008592366509989251
less,-0.00998836537546899,-0.00719405646541717,0.0022820893280379056,0.0018600655043029895,-0.0047751696828513745
savannah,0.00021108051730242306,-0.009705120834974174,0.006381412120198151,-0.004413520934909085,-0.002720565850427091
playing,-0.024035998317780995,-0.009421312516122821,0.0010407480308675344,0.021002907135220846,0.005521667750000546
information,0.01040360567781926,-0.012686164629677048,0.0055496508089718215,-0.004217195511665738,0.0014798280338892366
birthday,-0.016508076209468998,-0.005133715594354849,0.001522945601738675,0.00556145788354094,-0.003153216425430719
voices,-0.013853571165731866,-0.005625231859945165,0.002731881942019933,0.007703330632817521,0.000102407865739077
hmm,-0.0038197167844814628,0.009461067349904873,-0.009964342736705569,-0.010703974226981272,0.026336180625001322
situation,-0.001263247777802302,-0.005425999842886209,0.002726417450287756,0.003493414213771891,-0.003868051264366409
realize,0.004175471958369905,-0.007187581331175556,0.0053439230368430195,-0.0010526679374871747,-0.002837430988912327
ideas,-0.001203192463413131,-0.0037921176247772293,0.005468077128831641,-0.004282988800134725,-0.0029791016669733386
disruptive,-0.010434536264560172,-0.006199857882316224,0.006724113867990577,0.006748125778095358,-0.003791690741361851
found,0.01247412090623426,-0.01283463371219056,0.00319807014478284,-0.008265194406003325,-0.00019188536245645071
singing,-0.02909479621362626,-0.011839591943740494,0.0017336337920918247,0.027722964889612036,0.009839217546339991
cover,0.017852822763175045,-0.015741702203378668,-0.0073629319384735875,-0.0011296357868743176,0.014479408316189065
lesson,-0.014359433521696732,-0.0055359698151404855,0.0041119367316179755,0.0064981083841379374,-0.00441572106396403
confusion,-0.009680962349224316,-0.0070603105262596316,0.002719164378036164,0.005136604960956133,-0.0004892946343485015
timely,-0.01170427385317933,-0.007844037094939575,0.005353893709156383,0.004298096921152401,-0.005529988300173175
statement,-0.008438370166167653,-0.013619281246010051,0.004369621714838342,0.005326933943617425,-0.005581141083254781
means,0.0008629927729907933,-0.0061299693839371346,0.0007795754401959904,-0.00137535756642949,0.011828597288823186
providing,0.004856870375810192,-0.011316994758649241,0.00894759444804576,-0.005087863105425814,-0.006878480861262066
person,-0.002819388621300391,0.00025136399727428073,0.0033433482154928474,-0.0018416008435456262,-0.00357883125016279
directions,-0.006493679522777808,-0.0028091141208215664,0.0022007289422503766,-0.0005675588268897173,-0.002430325606681777
agree,0.005972014182829868,-0.010045707503862937,0.011145505350615786,-0.00431623593789215,-0.010171574179405124
school,-0.008249260634350043,0.0027662923185919224,0.0011665996251018066,-0.0043103842966441056,0.002194233024084689
helping,0.004936752857029949,-0.009542993303260475,0.0036443463106206908,-0.0038060541881118695,-0.005467399086124792
stay,-0.0106174273554576,-0.002935394676347542,0.0025807231908899727,0.007518845803638613,0.0011433002290031095
day,-0.004161177523306018,-0.0017188652859912062,0.00167041103418969,-0.0005446010828809592,0.0002543353557225444
thoughts,0.0043197640251576574,0.012919849125035953,0.005197540514383585,-0.0031713942301329692,-0.016004791324304893
difference,0.0009071567304699235,-0.00479041330705813,0.0010400886367522644,-0.0018490938605405635,0.004609680581099997
supposed,-0.006628179549732682,-0.000728793091309415,0.002083330005008285,0.0009394392583259005,-0.0030591192641198015
reporter,0.009291539740207922,-0.008001280100609355,0.009582772527264477,-0.005327023372278254,-0.0016830302271944285
raise,-0.001016234820916353,-0.005077696664135958,0.0037830253294094244,0.008328205859573475,0.0018686599088777755
interrupting,-0.011069864763361727,0.0009739931238696329,0.00042802239227412726,-0.001027470532784859,0.0025537372471368
step,-0.002106626017149006,-0.008091200876926143,0.005444523439936707,-0.001855467388678341,-0.005356169460532522
focused,-0.006303065068219575,-0.004988682991255291,0.0009147555106511547,0.0018591270102691587,-0.007594705862909274
guide,0.00897650789763896,-0.012219532629625322,0.003959961063203921,-0.005677954546099625,0.00013359910146476916
test,0.01863053701306821,-0.00862266450864217,-0.01943285755206699,0.01095589387029601,0.0031970343175195316
pretend,-0.0017734154645870567,-0.008605736289224519,-0.003019855908973368,0.009650799912446202,-0.006722613440726555
probe,0.012667860472149644,-0.01791542660195517,0.006518182408201389,-0.007329910564014388,-0.016173991694179886
spend,-0.0063512209854889356,-0.0005899657474746407,0.005874440544598338,0.0020564325666967893,-0.00832192653661511
strong,0.004871189892164877,-0.008572020820553207,0.007860322331297515,-0.003406859080639422,-0.005579270421373483
distracting,-0.011552935088085692,-0.00579994337220814,0.005379137933592772,0.008645134990657019,-0.0008954551716862375
jump,-0.010572184191204283,-0.0034027066819342458,-0.001556522345490766,-0.0010677577376743542,-0.006464402041690745
save,-0.011674160774285324,-0.002153617188851893,0.001947096777277327,0.0038559531792108537,0.0026574937219712405
goes,0.0012451281143559527,-0.0002830351477472215,0.0035480835830974276,-0.0005379898071337353,-0.0005255237473801651
taking,-0.007469046774754722,-0.0034105824821365088,0.0027626272591586764,0.0017864319759244864,-0.0025130962522963486
harsh,-0.006128286201735046,-0.0019663865634321747,0.004323440881458284,0.002823280405202584,-0.004646952496198769
minute,-0.001686715664902564,-0.0022148721640750783,-0.003149608221592594,-0.006882516784340556,-0.006668238170647534
knew,-9.486949675681051e-05,-0.006512103213124289,0.004919008317801115,-0.002505884649157921,-0.006341215469789119
forgot,0.0030441077591207115,0.001340283847059891,-0.0006539947574948829,-0.005156022548074639,0.003401925383043
kept,-0.002991834448279633,-0.0038549178312302632,0.0040675750466690535,-0.00023484933103218078,-0.0028085773267405604
middle,-0.004330099274890825,-0.002477083361624529,0.0013522349289914824,-0.0008375079459805244,0.0011649270466135965
questioning,0.009974259930980828,-0.014022970946271238,0.0057770685313231485,-0.005628404261264936,-0.002804844737665665
talks,0.008054145488648941,-0.011030859093197802,0.0004167015531908819,-0.00018582601993497147,0.007538792205074163
helps,0.006295925791548317,-0.013461250543750396,0.0071124159690118,-0.002044196017937432,-0.007582854868727352
mind,-3.7182053045604995e-05,-0.004179736067516941,-0.0022147151057533543,-0.0023695273798878826,0.006148521535954593
speaking,-0.013659867496031762,0.000312064670553684,-8.784979589036447e-05,0.004801931062375004,0.005732976262455291
shows,0.006921508501049964,-0.00809154884901707,0.005392877209924869,-0.0016843640598255285,0.00035821566111271703
paying,-0.008062312877085179,-0.00011753042119979528,0.0025336752604451763,-0.0011442468763734634,0.0023196471063100135
explain,0.0066882212809693566,-0.010160098090555868,0.009387028444749266,-0.0055164523362972425,-0.007266651057957438
comes,-0.0004970231491130064,-0.003330652621294053,0.002005354410822459,-0.001433269361357933,-0.0005436023869554953
responses,0.004604860753459314,-0.005001195106058888,0.008227083747887179,-0.005477298264495121,-0.005328961572120053
fix,0.0034870866496103385,-0.009831683618524536,0.0015382933146664602,-0.007052472188069641,-0.005419849538285859
additional,0.0057238212617298345,-0.01112502820458891,0.004914058914843127,-0.008531803387592607,-0.012895187245374024
happen,-0.004480221372748372,-0.002915987780914426,0.0002894419535533445,-0.0009067266890686883,-0.0010372020305577457
tomorrow,-0.008165363991648938,-0.001744770326734273,0.0012571868001451062,0.0010372401880396,-0.003893885752050716
connection,0.005988931085801617,-0.008520941995227984,0.005026628330854458,-0.005599857156736168,-0.0036423053238948764
sentence,-0.003855540835710222,-0.002809709627290053,-0.005479245189550703,-0.0010814146110192482,0.008095989805002675
actual,-0.0002459932550545606,-0.0018215213280067613,0.0010321464623623856,-0.0019282983996644035,-0.003096040533880145
many,-0.002413257718964043,-0.003546280878019415,0.0018693114536567994,-0.0009062447172927506,-0.002183148839274226
uh,-0.004874196298400643,0.011729336554205112,-0.005263982513532301,-0.0076808071185053735,0.008831388789978451
setting,-0.005168024423863608,0.006501425674835887,0.00030419961104202487,-0.0014046446092558678,-0.00920136303801833
reason,0.0014251942979167178,-0.007758855381104711,0.002099933159549484,0.0008846094294477269,-0.001338515026804099
ways,-0.0036041551690534275,-0.003451260773361137,0.0038042344158127485,0.0009673328369452289,-0.003998961501344078
misbehaving,-0.011393432563958517,-0.009361523445775288,0.00025796786811925254,0.004855096440112939,-0.009052619166570868
anna,-0.01661592929161784,0.008883665610204927,-0.006137657326911007,-0.0004505669006936808,0.00964226740898279
clammy,0.01366844047991028,-0.010041321912665898,-0.0020563106949799377,-0.0016167702072472153,0.015357381089631954
rule,-0.013848262221064847,-0.0024132422160638572,0.002034662580465871,0.008476044830986922,0.0012618332590318348
games,-0.015276756527131181,-0.010379078328192291,0.004010724306587254,0.014100906526686285,-0.0014063251371453013
humming,-0.01538003563717824,-0.004259094804427738,0.0028660149547501284,0.009681099019256487,0.0024374408164511262
practicing,-0.00035311533146505146,-0.006763634864247484,-0.0030575880105509178,-0.010221387789095263,-0.009646885231126544
third,-0.0011680412126760162,0.0018873090630141197,0.004644797220572175,-0.004500742806812269,-0.006244314495063137
forth,-0.005028866797180197,-0.0032183333628944947,0.004381091652602128,0.001998926673351097,-0.0051744225226051255
came,0.0006533496414435059,-0.007433111001049608,0.0026708452820262147,-0.004436061125633107,-0.004460252300130875
scaffolding,0.005070992275038097,-0.008532866112974625,0.0035448677703194182,-0.004932281608553552,-0.004297101183699261
pushing,0.007057672688491033,-0.014677202110418742,0.007278621868388581,-0.009748443384916814,-0.010798936461034065
fun,-0.006896342415829524,0.00792514156598133,0.00016868499566459965,-0.007223005185829812,-0.0009275516378570319
pointed,0.007665446306650897,-0.011175741502141429,0.0034737044006165367,-0.003356346441403935,-0.0031189131114360133
word,0.002150127456243496,-0.010822640184163665,0.002471644233587555,-0.004414135821111473,-0.002560181695461882
head,-0.00012029050917432253,-0.005741387430667488,0.003526273234459748,-0.002729936898375331,-0.0023327824413596266
challenging,-0.0009052817340955556,0.005830330596690559,0.007260930537275354,-0.0002371728346414668,-0.0059401634008304765
responding,0.003092346188544733,-0.0069475951991681195,0.0024945907489708663,-0.0015749859651449716,-0.0028836741192003208
confused,0.00022961221841348426,-0.0025186602347509776,0.005962575753304257,-0.0015029025364594489,-0.0034974058825563816
everything,0.002106310331600351,-0.002212172714107732,0.005358015402536964,0.0036678728898487814,0.001980631631606448
notes,-0.003989673851857131,-0.0019324645487552535,0.0017903743258464,-0.0014868657410869518,0.0004296408886310232
seem,-0.0028827379130673784,-0.004346535688121811,0.006615137386000221,0.002782729279855433,-0.0014919049360521473
texts,0.006526069345539346,-0.008869264799482714,0.006443770029384389,-0.006535237947943613,-0.006739968514679565
letting,-0.003883888697910524,-0.003498529831198858,0.004185428443800331,-0.0006030766616502713,-0.003804061609074796
single,-0.0032765939389263476,-0.004769970011752997,0.002958935553231328,-0.0017481053724793813,-0.004426236684079314
track,0.00048307946175728673,-0.0006078156642082789,0.001972477505963741,-0.002372409022848655,-0.0026266970991696984
goal,-0.0032162467513659025,-0.0035656924202738492,0.003335844041751203,0.0008579284212226476,-0.004643806628688292
given,-0.002669756455336924,-0.005505621917913601,0.005450968508981279,0.0009755972827654898,-0.0027382960990645637
used,-0.0011593586029542025,-0.005423295455668978,0.005322989666429167,-0.0048455066528239115,-0.00504886353466039
improve,0.0007765918341493879,-0.006088989496565901,0.005622846331399798,-0.0030728428031001668,-0.0036501849772204316
open,-0.004789296888668081,-0.0029408551954992544,0.0009886964783646797,0.0018268019407002968,-0.00181937888578094
student's,-0.00040663160926898456,-0.005278598727784454,0.0031910639591530873,-0.0010864724621644146,-0.0033686677316842354
problem,-0.003058178033310199,0.0015404468711486664,0.005974944542302029,0.0034474310706064165,-0.0015542461981075438
talked,-0.0017355259318603674,-0.002189373841651219,0.00436950540896355,-0.0007427683124533348,-0.004696031368924423
happy,0.0114443726880269,5.1654490538046725e-06,0.002489214646349935,-0.0013448281456309827,0.013052680682719076
happens,0.00020204821840772086,-0.00354227385313309,-0.00031644598434604434,-0.0042417566372561395,0.0016636765818030894
least,0.003139724285149331,-0.00884720493451253,0.00329110153569641,-0.0031351978843296366,-0.0027589274552076008
supports,0.010392744429828947,-0.013275832396198572,0.005972950153122993,-0.008471074696785348,-0.0037166688385599435
whistle,-0.011155742751574837,-0.005087997498492276,0.0036817831342567057,0.005751041887161294,-0.0007945630630863038
bad,-0.0034710699840140055,0.0028199378840524612,-0.001735536524999278,-0.0037318560253683524,0.0018133178114286275
similar,0.004339466244157966,-0.005839663287987986,0.003592011402373641,-0.004028278799102318,-0.0022363587649236517
camera,0.0007738433047313511,-5.27018381952587e-05,-0.001226273318942039,-0.010088260043576835,-0.009234570415424817
purpose,-0.0033483081121898797,-0.004758459029774416,0.002545404659239332,-0.0008589752527143024,-0.004703644091316238
moving,-0.004939946942709167,-0.0026746576032579336,0.0006742035379546779,0.002996612636505211,-0.002744688793438439
pick,-0.0041176212688768385,-0.007041789238816247,0.002147285886530409,0.002817853605273361,-0.0006999000878087687
level,-0.0005948485709337401,-0.002346987085347741,0.0034345250903246257,-0.0034659571645328634,-0.004424985076928548
anyone,-0.0018553121626061293,0.002241282233151253,0.0016831574394211364,-0.00268765183308889,0.0021521283496708653
finding,0.00372683163426219,-0.006853647449835239,0.0031473710260235418,-0.004554555486536995,-0.00529436356301458
send,-0.003940101679353121,-0.006085108137057662,-0.0006484940806999399,-0.004652655566690027,-0.00676377479419295
terms,-0.002012307941225124,-0.003477594139930843,0.003955286688997356,-0.0003763321737175388,-0.0034106367250674318
inaudible,-0.004492192694306157,0.0001106994528625144,0.00010729447239102885,-0.0028310905422668283,0.0030835948284843864
area,0.0003040778283671237,-0.0022893460881773017,0.002933955019585987,-0.0012201306098367742,-0.0010105556467568857
starting,-0.0036888378042957003,0.0006171703247075479,-0.002479805599001022,-0.006871255046641774,-0.003720200925127883
excellent,0.0013848165073681309,-0.00796059856590873,0.003479563951679959,-0.009660641485348833,0.0005900648889707065
misconception,0.009625577356304267,-0.010880771663268942,0.004495028300603162,-0.002126900954118994,-0.0021532591217903983
leave,-0.002842080480651321,-0.0034488449975441956,0.0038566033204006805,0.0032991350406387926,-0.0035045525872671782
identify,-0.004773085514171173,-0.007689529244668465,0.0028023510169513616,0.004767607992155473,-0.0031304547201477743
stuff,-0.0033836491220195384,-0.003667566188999845,0.005436346539361748,0.0029788571258030972,0.001470258496436722
seeing,-0.00048225886848412766,-0.004183056115018644,0.0016339886548820313,-0.003271289833042313,-0.005354706498973693
polite,-0.0076310902694954165,-0.003700520342094709,0.003913787070657731,0.0069583578354973225,-0.0029595096657620734
particular,-0.003923675077961999,0.00044205461792484784,0.0035060652900344843,0.003153323168521625,0.0006617351578174067
mentioned,0.00151985022771855,-0.0029866326390783236,-0.002142600314916607,-0.00046173369668283054,0.0016095594690465997
confusing,-0.0025710607594374595,-0.0014040860646379863,0.006110186461599331,0.0011818115645909832,-0.0033626453667115782
passage,0.008524908115752836,-0.0002171585037477216,-0.0004938475417016985,0.000526868149778802,0.002948206907829919
interesting,0.0006832708842581783,-0.003833475262431755,0.0015276381142054225,-0.004503463734096625,-0.00378587701326585
others,-0.006604152759722436,-0.004019864606963724,0.0037533731699457315,0.004067658580074247,-0.001162783010039406
happened,0.0001933400798812128,-0.0013069288052422244,0.0011382403590716643,-0.0045550880948092235,0.00013925912875784608
glad,0.0003486193533592528,-0.003284896394759136,0.0029288099712986015,-0.004809915372153527,0.0023353204364911107
mm,-0.004608986059791947,0.010965598638106394,-0.008472789842850418,-0.009665432511157993,0.020774892065069172
impersonations,-0.007777559474495612,-0.005149914821360249,0.004108781651571713,0.0076538403565139775,0.0002638464101419856
specificity,-0.00384567869832757,-0.0027804975834317667,0.003822962411982432,-0.0002216286661196997,-0.006653102224595825
keeping,-0.004436827735480068,-0.0006810858475486225,0.00041768972943239074,0.00012282628633096957,0.0007956503633078004
calling,-0.004450305601732988,-0.00042746705810860653,0.0024609994061185842,-0.00020670344808145668,-0.0035274567486497477
company,0.0070067489956223295,-0.006503378010207977,0.0072948772667702924,-0.001385090292127114,-0.00169800677648186
worries,-0.007086003988583787,0.01307546623050648,-0.0029708807097339886,-0.003094988949705954,0.0023106920324556116
side,-0.00763721054054467,-0.001613850661539673,0.0013583843022622489,0.003809927628066387,0.00109968691291837
big,-0.003015187528619258,-0.0016992158195304925,0.0009919079376995712,0.0007397422137544532,-0.002121810706173271
lunch,-0.00826697094345386,-0.0016131950698158126,0.001622159109770236,0.0018156742520853333,-0.0010528918295955715
expect,-0.002721340633070067,0.0051184866254076035,0.0006246978841676809,-0.005125207923254663,0.0004456210632916409
angry,0.014281405555807989,-7.733095906448982e-05,-0.006174379515368537,0.011767772617552795,-0.002774071145334055
game,-0.01079372104666263,-0.0062341638674284884,0.003809713177523903,0.009622654865255115,0.00022472203042591207
catch,-0.008950946747851022,-0.0005693996344813708,-0.003185491775993508,0.002643142313918879,-0.0003062631802938766
interrupt,-0.0062544774181551455,0.00023995268608265448,0.0011108750835582659,0.0007651448483201248,-0.0024362274705094535
firm,-0.0034939667946029622,0.0008668247146503633,0.0034319397802746506,0.0012859780150301671,-0.0017447605493828417
bringing,-0.0021529119406994888,-0.003806875027447095,0.001950265229839441,0.005234322830539902,-0.0026406934109415342
naming,-0.006354809062200668,-0.0055253119003110035,0.005189713543481918,0.0033971490880109058,-0.003966556873529709
strategy,-0.00010374939907252665,-0.0046198154638314465,0.003845004095683972,-0.001150708012028483,-0.0035425367624796022
play,-0.0067869140688623306,-0.003565968234657394,0.0023650698197055873,0.005352249458843773,0.0020911411331085805
exact,-0.0017067047246372932,-0.0023538896759771493,-3.615046448547334e-05,-0.0029144413271718923,-0.004398838738181661
thinks,0.007286343116678419,-0.008667503345091193,0.002169738570094402,-0.0018955949291746955,0.0019701495338476315
expectations,-0.007521515647778512,-0.00016473339563108876,0.0023168100993286754,0.0016443038883194676,-0.004383058198434532
continuing,0.0006208534369182334,-0.004281761455547703,0.003304654309526736,-0.001466714316910312,-0.003311165577138925
laughs,-0.0041585755549516865,0.01231597837243394,-0.004411850305332297,-0.010600861280601422,0.011086166678105197
towards,-0.0026830913711186613,-0.002874562798983556,0.0005127363033168426,0.0019116249000501401,-0.0005864704763251959
math,0.0010173481738521947,-0.0018395422869414853,0.0035557820192037358,-0.003130961258426995,-0.0011856667574479006
following,-7.765397530462147e-06,-0.0039459621882940495,0.0022934886450644222,-0.005934318607253878,-0.007653845685587167
distraction,-0.005597190840858692,-0.0018061428569797547,0.004241694590799817,0.0026549184149228335,0.0007299915342137123
pulled,-0.005144944759696978,-0.005187748546018145,0.001190624855687683,5.035735578220795e-05,0.0011472140302185828
piece,0.003626435985792963,-0.007550326656083173,0.002196682759610397,-0.00195982432765372,-0.001638651903455164
scaffolded,0.0057506060345137965,-0.008489981737777425,0.00479718049028213,-0.005327191420518989,-0.006150495830240618
connect,0.000586408422876126,-0.006153111300974047,0.005334455663868542,-0.0005081474378971385,-0.00298054141314362
expecting,-0.0013476299538952166,-0.0007554877206340407,0.0017497161689583474,-0.005194233984860465,-0.0008649079569282232
gets,-0.0019925654799316044,-0.002175153993013178,0.0003600044171025741,-0.0009507237046346515,0.0004948059309018802
understood,0.0033787177527153213,0.0007308965283553718,-0.00039963963838777756,0.0013731242783848784,-0.004260467448410756
life,0.0015539350146970947,0.0014028931101114858,0.00033690188944922236,-0.000509819868644009,-0.0038018467686719614
liked,0.002396675905118071,-0.0037670667931050924,0.004066636589600568,-0.0013162407312965823,-0.004200657362110695
ok,0.0016742030645135603,0.00925503262922444,-0.015616251871568025,-0.0026701906690929107,0.00970166363339185
points,0.0029073750450380152,-0.002987879664702339,0.002912051160845994,-9.900829516949652e-05,-0.0019779070972553137
strategies,-0.00290719162064595,-0.0011411551412551435,0.003386192886037424,-0.0006271130434803442,-0.0067589778219787275
message,0.004827491509294772,-0.0003300642312769062,-0.0003032916007923359,-0.02008816764259434,-0.0022988730828119486
distracted,-0.004015429226763112,0.004475798558644196,0.003634420437440825,0.0003404104755076928,-0.002769267199220801
struggle,0.0018517789753708495,-0.0043277317936116074,0.001658316755994917,-0.001717332130805189,-0.004563647281568706
continued,-0.003772284517446443,-0.005932046087481787,0.003165534948907489,0.003083700408020775,-0.0022604774344183705
mmhm,-0.0054208140134540585,0.020333190813125436,-0.011393296853326036,-0.014447561562613488,0.021005272845464173
cues,-0.004496525139521119,-0.0026993220574047065,0.0027665717752740353,0.0012487773821621472,-0.0003499981587553387
energy,-0.004260549115846857,-0.0043630905569839165,0.0021491826480068386,0.0004984768059335694,-0.002915300956687856
explicit,-0.003226565172782334,-0.004372556826952451,0.004518175410764252,0.004689810549524337,-0.0018883570909452385
throwing,-0.015593794076023392,-0.0031988087347256697,-0.0029439290379002655,0.012824278818677268,0.005994434607764031
cupcakes,-0.005475311723602359,-0.0032124984176333067,0.002510422662184053,0.0021583800701166374,-0.003706144085840391
group,-0.0070413697590549894,0.0031970797742087585,-0.0006346588017533646,-0.0006206192535119701,0.0009666473074215872
grade,-0.005148146921155388,0.0060629813491092244,-0.005779164964969848,-0.0035834185604387476,0.0036440126323622497
descriptive,0.0050410282237378715,-0.006716061419126711,0.0044865873478940055,-0.0036522289377343767,-0.005827752576312555
nail,-0.005614352973311109,0.004030120145129695,-0.0007950992701049459,-0.0022816103149316904,0.004592724597088484
instruction,-0.007003553402306967,-0.003534826351301438,0.001980518240084697,0.002500400501038817,-0.003899580575593765
parts,0.005040014451178915,-0.005300912466652469,0.0036366452692697436,-0.0017036460819614373,-0.000889103539438406
shorter,-0.008952009876996427,-0.0036493966768175678,0.001160314978701949,0.004226224990891054,-0.001189006202343614
knows,-0.0034827388116802343,-0.004087716657180979,0.0037275820972998606,0.0015051181387876287,0.0001436854565034479
speak,-0.007301202652339759,-0.0026886585811199347,-0.0011981877373270816,0.0014115067852157519,-0.0012234400412203287
showing,-0.0041396330254074905,-0.005615837506052737,0.00265561126970637,0.003896074711494216,-0.005259611436081923
disrespectful,-0.005755639514730573,-0.003820993819892201,0.0045853369460071335,0.006530755794254899,-0.0014158138112609932
case,0.002630528596110615,-0.005629889718025626,-0.0010767156887767331,0.0017870248670257733,3.757643289702839e-05
kid,-0.003024273064867504,0.0038237292251585646,0.002060748945947834,-0.0009271848958106993,-0.0009126618308534882
begins,-0.006343460622321875,-2.254425670632422e-06,0.00022962307841033333,-7.592567893111336e-05,0.00380842342340682
frustrating,-0.0031603866881415293,-0.0003008054298232617,0.0020866112517676848,-0.00023531121755311038,-0.0011949217733981728
environment,-0.0013403859519207364,-0.0019232145329864771,0.0038972914618222924,-7.791383241247411e-05,-0.004971185925063886
seconds,-0.0006291147377989552,-0.00353231579716848,0.0014179846601681386,-0.0019770184880463513,-0.0025356372570825955
needed,-0.0033112814989534113,-0.0006541468138921197,0.00103653416722369,-0.0013821020665105727,-0.0034762064290265065
cut,-0.004705813813282874,0.004140139716030905,0.0006270692106994342,-0.0023001986777225433,0.002732500638318126
neighbor,-0.007199581707484311,-0.0032714805498946105,0.002718260295520138,0.004989052426668964,-0.0019447301609720863
teach,-0.0018773144885238563,0.001798508259483079,0.0018685449363093417,-0.0026538778071199687,-0.0021249820092329994
key,0.0036075669312389718,-0.0023240139239170555,0.001235130486095978,-0.00036771558490867424,-0.002604407784702793
named,-0.004434109549866198,-0.0032528932893505363,0.0030485350674264848,0.0005918663458925963,-0.0027409843885732987
engaging,-0.002596997317222838,-0.0039039300224529483,0.004178109421907543,-0.00028925080017950703,-0.005185100129524071
allow,-0.0021922837157728223,-0.003966078456124276,0.0008917225100941088,0.000551963421076674,-0.0037257623569735025
misconceptions,0.0056892505166838934,-0.007920946581981801,0.004993684112392048,-0.005032238904032611,-0.007027402001206616
nervousness,0.007814044251506213,-0.0023719242847262552,-0.004425100925591052,-0.00011423819151200158,0.005527824033565297
frustrated,-0.00437671870033946,-0.0022143406199625123,0.003598601201873013,0.0019086560548233413,-0.002020775200474095
silent,-0.006020686756322511,0.0006743883831509537,0.003176545932230472,0.0027163818242840563,0.0013182152233401734
year,-0.003235878846108343,0.0013521488284324295,0.0003795822082948616,-0.0035522015535733513,-0.001495136034703186
process,0.0020756651436771817,-0.003181187533544839,0.005340135271983358,-0.0036585256906948153,-0.004214642275110057
lying,0.00702344722513902,0.0016942738378276133,0.0002877757424895398,0.0010002743500568934,0.008420654721718417
mistakes,0.0010642539933877068,-0.005874602082618823,-0.00296659109085913,-0.001449848284098988,-0.011046530706251155
works,-0.005088711498731441,-0.002284150606391987,0.001035597672934672,0.0009751843245426138,-0.001725841726262343
objective,-0.004116184085717527,-0.0011156634556013878,0.003660937953320687,-0.0010516515664524642,-0.004897455697491721
allows,0.0019231129557589636,-0.0029625857739552708,0.002117954916080113,0.0005126410642132561,-0.005075681645337621
classmates,-0.006115039438047526,-0.0001337085035660813,-3.4940101724741926e-05,0.0007486275449099826,0.0012177227310245361
prompt,0.004701310931243739,-0.0063649147322493195,0.002553153910022624,-0.003510039588738451,-0.00021557587142863387
called,-0.0037446739026345613,-0.0020009444333703033,0.0025741512866935654,-0.0024799909256411094,-0.0027567173719332838
type,0.0017468809200121506,-0.0037392952388412403,0.0005083638176442411,0.00034810752955846875,-0.0024680401968246815
face,-0.0021452821452510548,-0.0019935969574931393,0.0018077373200059536,0.00037760034117211873,-0.0005866944548410842
ones,0.001178923466820697,-0.004761131941184169,0.003599538980566405,-0.002127462325408596,-0.0010577668483553067
responds,0.005817710629025598,-0.00629693675748213,0.0024527448010132837,-0.00039360164309394424,0.000275012291217575
management,-0.002597172537704632,0.0008439108975232082,0.002094454257110624,-0.0010969813656170428,-0.0021895887226442753
wanting,-0.002106316604398822,-0.0031088428124638507,0.0015080345428028499,0.0013783241566247542,-0.0011511427958888448
showed,0.001357032391473644,-0.002467046557492152,0.004295921013494618,-0.0036692405130600084,-0.003314828164376769
paper,-0.010007731877926905,-8.88115167089816e-05,-0.0008314828469878917,0.006692735007125371,0.005912984775573542
participant,-0.0026579349045669646,0.020972725716483103,-0.015202822602998716,-0.011097415797086903,-0.015279582077794455
