"['right', 'real', 'quick', 'lucas', 'start', 'five']"
"['sometimes', 'little', 'sometimes', 'always', 'know', 'want', 'descriptive', 'pointing', 'also', 'want', 'sure', 'making', 'right', 'well', 'ready', 'round', 'two', 'ahead']"
"['think', 'went', 'felt', 'pretty', 'good']"
"['one', 'really', 'wanted', 'right', 'jasmine', 'said', 'gave', 'said', 'lisa', 'feeling', 'nervous', 'said', 'feeling', 'nervous', 'told', 'still', 'thought', 'great', 'really', 'probing', 'textual', 'visual', 'also', 'ethan', 'got', 'wrong', 'really', 'good', 'making', 'sure', 'probing', 'textual', 'even', 'get', 'wrong', 'looking', 'textual', 'want', 'give', 'us', 'give', 'us', 'going', 'going', 'going', 'along', 'model', 'let', 'us', 'ethan', 'gives', 'thought', 'lisa', 'feeling', 'excited', 'new', 'know', 'incorrect', 'going', 'sharing', 'ethan', 'using', 'think', 'already', 'keep', 'next', 'going', 'might', 'us', 'different', 'asking', 'one', 'ethan', 'probably', 'gave', 'aligned', 'need', 'wrong', 'also', 'aligned', 'long', 'aligned', 'know', ""ethan's"", 'practicing', 'using', 'textual', 'marks', 'got', 'wrong', 'need', 'back', 'gives', 'back', 'finding', 'textual', 'needs', 'additional', 'would', 'read', 'four', 'lisa', 'would', 'might', 'better']"
"['think', 'encourages', 'said', 'also', 'dumb', 'whatever', 'getting', 'saying', 'sharing', 'showing', 'appreciate', 'tried', 'giving', 'helping']"
"['absolutely', 'still', 'trying', 'like', 'opening', 'making', 'like', 'like', 'going', 'supposed', 'us', 'us', 'going', 'going', 'lisa', 'likely', 'pizmo', 'brings']"
"['ready', 'well', 'lisa', 'likely', 'pismo', 'brings', 'lie']"
"['think', 'lisa', 'calm']"
"['sharing', 'makes', 'think']"
"['well', '22', 'says', 'smiled', 'relaxed']"
"['see', 'think', 'associate', 'smiling', 'calm', 'might', 'us', 'different']"
"['well', '20', 'says', 'pounding', 'loudly', 'maybe', 'scared', 'nervous']"
"['exactly', 'right', 'pounding', 'really', 'loud', 'fast', 'really', 'means', 'nervous', 'scared', 'good', 'using', 'might', 'feeling', 'great', 'going', 'back']"
"['thank', 'great', 'following', 'staying', 'connected', 'focusing', 'going', 'next', 'get', 'started']"
"['alright', 'went']"
"['think', 'right', 'little', 'sometimes', 'hard', 'sometimes', 'like', 'like', 'us', 'like', 'ethan']"
"['um', 'would', 'exactly', 'think', 'going', 'like', 'little', 'confusing', 'think', 'good', 'identifying', 'like', 'wrong', 'needed', 'oh', 'wrong', 'got', 'right', 'really', 'good', 'identifying', 'like', 'right', 'asking', 'follow', 'pointing', 'directly', 'think', 'upon', 'instead', 'telling', 'exactly', 'putting', 'little']"
"['sure', 'like']"
"['ethan', 'ethan', 'ethan', 'said', 'thought', 'lisa', 'feeling', 'excited', 'new', 'asked', 'like', 'made', 'think', 'ethan', 'responded', 'know', 'two', 'said', 'said', 'said', 'agreed', 'said', 'exciting', 'four', 'directly', 'pointed', 'rather', 'directly', 'pointing', 'could', 'actually', 'back', 'saying', 'well', 'asking', 'us', 'lisa', 'pismo', 'brings', 'asks', 'would', 'little', 'digging', 'say', 'like', 'oh', 'pounding', 'might', 'clammy', 'could', 'even', 'another', 'would', 'like', 'well', 'might', 'clammy', 'giving', 'little', 'within', 'rather', 'pointing']"
"['great', 'great']"
"['think', 'like', 'pointing', 'like', 'sometimes', 'like', 'aspiring', 'like', 'well', 'want', 'next', 'next', 'ava', 'new', 'um', 'saying', 'four', 'might', 'able', 'ava', 'right', 'without', 'giving', 'exact']"
"['think', 'like', 'similar', 'talking', 'saying', 'like', 'new', 'intern', 'looking', 'really', 'says']"
"['could', 'even', 'know', 'well', 'know', 'makes', 'us', 'know', 'saying', 'says', 'actually', 'really', 'good', 'saying', 'sometimes', 'reading', 'instead', 'know', 'could', 'say', 'reading', 'shows', 'probably', 'would', 'across']"
"['sure', 'great']"
"['little', 'lisa', 'feeling', 'think', 'feeling', 'relaxed', 'might']"
"['um', 'think', 'would', 'like', 'previously', 'like', 'makes', 'asked', 'lisa', 'likely', 'pismo', 'brings']"
"['say', 'feeling', 'relaxed']"
"['oh', 'would', 'would', 'like', 'would', 'like', 'well']"
"['22', 'says', 'smiled', 'relaxed', 'means', 'relaxed']"
"['would', 'well', 'lisa', 'likely', 'prismo', 'brings', 'lie', 'brings', 'lie', 'lie', 'detector']"
"['would', 'like', 'oh', 'brought', 'could', 'dig', 'um', 'great', 'want', 'thumbs', 'recognizing', 'correctly', 'trying', 'right', 'want', 'little', 'next', 'feeling', 'good']"
"['disappear', 'beat']"
"['um', 'good', 'usually', 'practiced', 'far', 'like', 'behavioral', 'like', 'nice', 'wanted']"
"['oh', 'thought', 'great', 'much', 'great', 'one', 'pushing', 'textual', 'great', 'got', 'right', 'pushed', 'textual', 'got', 'wrong', 'pushed', 'textual', 'great', 'also', 'ava', 'got', 'new', 'said', 'tells', 'us', 'new', 'really', 'great', 'really', 'great', 'said', 'pushed', 'ava', 'next', 'moved', 'think', 'ava', 'could', 'answered', 'could', 'pushed', 'textual']"
"['going', 'going', 'talking', 'going', 'another', 'like', 'give', 'us', 'wrong', 'misunderstand']"
"['um', 'think', 'asking', 'know', 'however', 'appropriate', 'think', 'like', 'got', 'helpful', 'rethinking', 'another', 'might', 'tried', 'specific', 'like', 'let', 'us', 'little', 'like', 'said', 'completely']"
"['think', 'great', 'great', 'like', 'going', 'going', 'going', 'goes', 'ethan', 'says', 'thought', 'lisa', 'feeling', 'excited', 'new', 'thought', 'lisa', 'feeling', 'excited', 'new', 'would', 'like', 'said', 'thank', 'sharing', 'using', 'think', 'first', 'like', 'right', 'ask', 'textual', 'right', 'lisa', 'textual', 'aligned', 'talking', 'right', 'still', 'found', 'going', 'second', 'say', 'might', 'us', 'different', 'first', 'need', 'looking', 'continue', 'would', 'said', 'read', 'paragraph', 'four', 'lisa', 'guiding', 'specifically', 'might', 'better']"
"['um', 'still', 'like', 'keeps', 'like', 'high', 'gives', 'still', 'still', 'get', 'right', 'also', 'going', 'like', 'successful', 'would', 'think', 'going', 'think', 'probably', 'happens', 'commonly', 'like', 'oh', 'getting', 'like', 'maybe', 'hearing', 'us', 'actually', 'answering', 'also', 'like', 'accountable', 'continuing']"
"['important', 'want', 'creating', 'making', 'normalized', 'going', 'giving', 'us', 'going', 'going', 'lisa', 'likely', 'prismo', 'brings', 'going']"
"['ok', 'htow', 'lisa', 'likely', 'pismo', 'brings']"
"['think', 'lisa', 'calm']"
"['makes', 'think', 'lisa', 'calm', 'made', 'think']"
"['well', '22', 'says', 'smiled']"
"['oh', '22', 'said', 'smiled', 'relaxed', 'um', 'let', 'us', 'back', 'little', 'section', '20', 'right', 'right', 'breaks']"
"['oh', 'mean', '8', 'says', 'pounding', 'loudly', 'maybe', 'scared', 'nervous']"
"['right', 'asked', 'right', 'feeling', 'scared', 'nervous', 'um', 'right', 'oh', 'go', 'ahead', 'sorry', 'interrupted', 'great', 'great', 'wanted', 'actively', 'find', 'guiding', 'guiding', 'really', 'providing', 'think', 'maybe', 'going', 'going', 'start', 'going']"
"['perfect', 'go']"
"['alright', 'ready', 'yes', 'starting', 'one']"
"['hey', 'teacher']"
"['um', 'think', 'went', 'um']"
"['something', 'saw', 'want', 'really', 'want', 'sure', 'continue', 'pushing', 'textual', 'really', 'good', 'right', 'like', 'give', 'wrong', 'also', 'asking', 'textual', 'want', 'give', 'us', 'making', 'misunderstand']"
"['back', 'might', 'prompt', 'like', 'us', 'little', 'see', 'like', 'make', 'know', 'maybe', 'lisa', 'excited', 'pismo', 'brought', 'um', 'let', 'us', 'back', 'felt', 'like']"
"['looking', 'back', 'great', 'going', 'actually', 'back', 'looking', 'back', 'finding', 'textual', 'real', 'need', 'going', 'would', 'going', 'first']"
"['ok', 'ethan', 'says', 'thought', 'lisa', 'feeling', 'excited', 'new', 'know', 'incorrect', 'going', 'sharing', 'using', 'think', 'already', 'pushing', 'next', 'going', 'probably', 'going', 'aligns', 'want', 'know', 'wrong', 'gives', 'wrong', 'going', 'second', 'back', 'textual', 'saying', 'might', 'us', 'different', 'going', 'quite', 'correct', 'need', 'back', 'ethan', 'struggles', 'going', 'third', 'read', 'paragraph', 'four', '22', 'lisa', 'first', 'textual', 'thinking', 'second', 'push', 'back', 'looking', 'textual', 'third', 'giving', 'textual', 'like']"
"['might', 'better']"
"['um', 'think', 'still', 'like', 'making', 'like', 'rather', 'saying', 'oh', 'back', 'feels', 'like', 'less', 'like', 'wrong', 'like', 'oh', 'looking', 'different']"
"['absolutely', 'us', 'going', 'going', 'lisa', 'likely', 'prismo', 'brings', 'ahead', 'ready']"
"['lisa', 'likely', 'pismo', 'brings', 'lie']"
"['think', 'lisa', 'calm']"
"['thank', 'sharing', 'using', 'think']"
"['well', '22', 'says', 'smiled', 'relaxed', 'think', 'calm', 'happy']"
"['us', 'back', 'four', 'us', 'lisa']"
"['oh', 'four', 'us', 'nervous', 'say', 'back', 'want']"
"['oh', 'might', 'us', 'different']"
"['us', 'asking', 'might', 'us', 'different', 'oh', '20', 'says', 'pounding', 'loudly', 'maybe', 'feeling', 'scared', 'nervous']"
"['good', 'read', 'four', 'us', 'lisa']"
"['great', 'ready', 'would', 'like', 'really', 'next']"
"['next', 'going', 'second', 'second', 'going', 'make', 'giving', 'back', 'textual', 'second']"
"['ready', 'second']"
"['um', 'felt', 'like', 'think', 'halfway', 'like', 'oh', 'really', 'like', 'providing', 'feedback', 'like', 'thought', 'like', 'leading', 'think', 'could', 'provided', 'better', 'tried', 'great']"
"['well', 'really', 'interesting', 'say', 'something', 'thought', 'really', 'well', 'really', 'want', 'like']"
"['really', 'crowed', 'jasmine', 'textual']"
"['going', 'real', 'second']"
"['jasmine', 'said', 'lisa', 'feeling', 'nervous', 'said', 'nervous', 'great', 'tells', 'nervous', 'really', 'key', 'made', 'like', 'like', 'puts', 'like', 'able', 'textual', 'gets', 'need', 'want', 'give', 'wrong']"
"['going', 'two', 'going', 'well', 'get', 'using', 'textual', 'going', 'textual']"
"['initially', 'correctly']"
"['well', 'think', 'said', 'like', 'think', 'getting', 'like', 'know', 'one', 'like', 'like', 'going', 'back', 'found', 'like', 'like', 'said', 'really', 'correct', 'us', 'us', 'right', 'like', 'took', 'wrong', 'think', 'like', 'said', 'probing', 'came', 'incorrect', 'like', 'affirming', 'like', 'nervous', 'laughing', 'right', 'us']"
"['yes', 'exactly', 'going', 'going', 'going', 'going', 'loud', 'ethan', 'tells', 'thought', 'lisa', 'feeling', 'excited', 'new', 'first', 'going', 'thank', 'sharing', 'ethan', 'using', 'think', 'pushing', 'back', 'immediately', 'ethan', 'likely', 'going', 'wrong', 'going', 'supports', 'know', 'wrong', 'know', 'building', 'critical', 'making', 'fine', 'want', 'critical', 'want', 'back', 'say', 'might', 'us', 'different', 'us', 'know', 'needs', 'adjusting', 'needs', 'additional', 'might', 'might', 'want', 'many']"
"['ethan', 'still', 'struggles', 'finding', 'going', 'going', 'four', 'lisa', 'give', 'give', 'second', 'guide', 'textual', 'want']"
"['ask', 'ask', 'scaffolding', 'provi', 'sending', 'oh', 'sorry', 'ask']"
"['yes', 'yes', 'absolutely', 'us']"
"['going', 'going']"
"['going', 'lisa', 'likely', 'pismo', 'brings']"
"['lisa', 'likely', 'pizmo', 'brings']"
"['think', 'lisa', 'calm']"
"['really', 'well', 'sharing', 'tells', 'calm']"
"['well', '22', 'says', 'smiled', 'relaxed']"
"['like', 'cited', 'might', 'us', 'different', 'originally', 'found']"
"['20', 'says', 'pounding', 'loudly', 'maybe', 'scared', 'nervous']"
"['alright', 'like', 'go', 'ahead', 'four', 'learn', 'lisa']"
"['great', 'noticed', 'follow', 'even', 'gave', 'right', 'still', 'like', 'ready', 'additional', 'additonal', 'thought']"
"['doubles', 'like']"
"['like', 'whether', 'like', 'going', 'whole']"
"['going', 'get', 'started']"
"['um', 'think', 'one', 'like', 'agreeing', 'like', 'like', 'honestly', 'great', 'really', 'um', 'entertain', 'like', 'really']"
"['like', 'especially']"
"['alright', 'ready']"
"['felt', 'pretty', 'solid', 'often', 'feel', 'like', 'like', 'many', 'sure', 'could', 'like', 'saying', 'like', 'saying', 'felt', 'like']"
"['something', 'thought', 'really', 'good', 'thought', 'really', 'good', 'want', 'first', 'start', 'like', 'got', 'ask', 'feeling', 'nervous', 'feeling', 'got', 'like', 'ethan', 'lisa', 'feeling', 'excited', 'new', 'still', 'use', 'textual', 'good', 'pushing', 'textual', 'something', 'thought', 'good', 'going', 'working', 'scaffolding', 'like', 'give', 'incorrect']"
"['correct', 'one']"
"['noticed', 'good', 'going', 'first', 'textual', 'guided', 'textual', 'really', 'good', 'going', 'going', 'additional', 'going', 'additional', 'guiding', 'textual']"
"['going', 'would', 'gave', 'struggling', 'correct', 'going', 'along']"
"['ethan', 'says', 'thought', 'lisa', 'feeling', 'excited', 'first', 'exactly', 'want', 'sharing', 'textual', 'said', 'thank', 'sharing', 'using', 'using', 'think', 'next', 'going', 'going', 'like', 'assuming', 'going', 'wrong', 'textual', 'make', 'wrong', 'textual', 'might', 'aligned', 'want', 'probably', 'going', 'alligned', 'different', 'going', 'might', 'us', 'different', 'going', 'might', 'us', 'different', 'finding', 'textual', 'important', 'going', 'second', 'still', 'struggling', 'going', 'going', 'read', 'four', 'lisa', 'read', 'paragraph', '22', 'lisa']"
"['kay', 'basically', 'gave', 'gave', 'like', 'top', 'bottom', 'adding', 'middle', 'adding']"
"['alright', 'let', 'us', 'better']"
"['might', 'better']"
"['oh', 'gives', 'without', 'like', 'giving', 'easily', 'another', 'bad']"
"['yes', 'allows', 'productively', 'giving', 'absolutely', 'going', 'going', 'going', 'going', 'lisa', 'likely', 'pizmo', 'brings']"
"['lisa', 'likely', 'pizmo', 'brings', 'lie']"
"['think', 'lisa', 'calm']"
"['think', 'calm', 'using', 'think', 'lisa', 'calm']"
"['well', '22', 'says', 'smiled', 'relaxed']"
"['good', 'good', 'using', 'might', 'us', 'different']"
"['oh', 'well', 'look', 'right', '20', 'says', 'pounding', 'loudly', 'maybe', 'feeling', 'different', 'maybe', 'scared', 'nervous']"
"['excellent', 'excellent', 'finding', 'using', 'original', 'awesome']"
"['great', 'would', 'going', 'going', 'practicing', 'second']"
"['sounds', 'good', 'right']"
"['going', 'give', 'wrong']"
"['alright', 'ready']"
"['last', 'often', 'get', 'went']"
"['pretty', 'well', 'think', 'clarified', 'pretty', 'well']"
"['would', 'definitely', 'think', 'addressed', 'able', 'right', 'ethan', 'says', ""lisa's"", 'excited', 'said', 'know', 'right', 'shore', 'well', 'paragraph', '13', 'pointed', 'right', 'instead', 'pointing', 'want', 'little', 'want', 'want', 'call', 'right', 'started', 'started', 'asking', 'want', 'sure', 'giving', 'um', ""ethan's"", 'ethan', 'says', 'excited', 'two', 'pointed', 'talked', 'asking', 'could', '13', 'know', 'well', 'asking', 'ethan', '13', 'pretty', 'much', '13', 'always', '20', '22', '20', '14', 'would', 'like', 'know', 'us', 'nervous', 'would', 'going', 'tell', 'exactly', 'um', 'really', 'nice', 'ethan', 'pointed', 'like', 'oh', 'lied', 'nice', 'could', 'say', 'like', 'think', 'could', 'ava', 'without', 'telling', 'four']"
"['mmm', 'could']"
"['could', 'like', 'know', 'well', 'know', 'took', 'lie', 'nervous', 'tells', 'us', 'know', 'tells', 'us', 'might', 'like', 'might', 'say', 'like', 'oh', 'lied', 'paragraph', 'four', 'says', 'might', 'blown', 'might', 'blown', 'know', 'right', 'um', 'say', 'might', 'would', 'spy', 'like', 'um', 'really', 'noted', 'like', 'long', 'like', 'excited', 'many', 'get', 'think', 'spy', 'like', 'really', 'good', 'making', 'understanding', 'clear', 'saying', 'know', 'oh', 'like', 'us', 'thought', 'real', 'could', 'saying', 'know', 'makes', 'think', 'spy', 'like', 'know', 'leads', 'might', 'know', 'asking', 'sure', 'clear', 'sure', 'um', 'one', 'asking', 'lisa', 'might', 'feeling', 'say', 'think', 'calm', '22', 'says', 'relaxed']"
"['um', 'lisa', 'felt', 'anywhere', 'felt', 'like', 'else']"
"['oh', 'earlier', 'feeling', 'nervous', 'sweaty', 'clammy']"
"['would', 'could', 'like', 'well', 'earlier', 'talking', 'feeling', 'could', 'even', 'says', 'relaxed', 'could', 'well', 'relaxed', 'pismo', 'tells', 'back', 'next', 'pointed', 'next', 'want', 'like', 'really', 'good', 'already', 'want', 'telling', 'instead', 'give', 'pretty', 'already']"
"['wait', 'right']"
"['yes', 'right']"
